loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label
follower,disciple,ˈfɑloʊər,dizipl,follower,disciple,1.0,0.5714285714285714,0.2738095238095238,0.3154761904761905,3.625,0.2886904761904761,8,synonym
disciple,disciple,dɪˈsaɪpəl,dizipl,disciple,disciple,0.6666666666666666,0.25,0.2395833333333333,0.265625,1.90625,0.265625,0,synonym
joined,rejoint,ʤɔɪnd,ʀəʒɔɛ̃,joined,joined,1.0,0.8,0.3375,0.3833333333333333,5.225,0.3583333333333333,4,synonym
joined,ajoutée,ʤɔɪnd,aʒute,joined,added,1.0,0.6,0.3291666666666666,0.3583333333333333,4.3,0.3458333333333333,5,synonym
added,rejoint,ˈædɪd,ʀəʒɔɛ̃,added,joined,1.0,0.4,0.3125,0.35,4.05,0.3375,7,synonym
added,ajoutée,ˈædɪd,aʒute,added,added,1.0,0.2,0.2458333333333333,0.2666666666666666,2.2,0.2666666666666666,6,synonym
counsel,réprouver,ˈkaʊnsəl,ʀepʀuvəʀ,counsel,reprove,0.875,0.625,0.2708333333333333,0.3072916666666667,3.578125,0.2838541666666667,7,synonym
reprove,réprouver,reprove*,ʀepʀuvəʀ,reprove,reprove,0.625,0.125,0.171875,0.2083333333333333,1.59375,0.1875,3,synonym
misfortune,malheur,mɪsˈfɔrʧən,malœʀ,misfortune,misfortune,0.9,0.5,0.3880208333333333,0.4375,3.515625,0.4296875,8,synonym
misfortune,calamité,mɪsˈfɔrʧən,kalamite,misfortune,calamity,1.0,0.75,0.2604166666666667,0.3072916666666667,4.078125,0.2604166666666667,9,synonym
calamity,malheur,kəˈlæmɪti,malœʀ,calamity,misfortune,0.8888888888888888,0.625,0.4296875,0.4739583333333333,4.03125,0.4661458333333333,6,synonym
calamity,calamité,kəˈlæmɪti,kalamite,calamity,calamity,0.5555555555555556,0.0,0.0260416666666666,0.0260416666666666,0.25,0.0260416666666666,1,synonym
provoke,provoquer,prəˈvoʊk,pʀɔvɔkəʀ,provoke,to provoke,0.875,0.25,0.1770833333333333,0.203125,1.859375,0.1901041666666666,3,synonym
provoke,irrévérence,prəˈvoʊk,iʀʀeveʀɑ̃s,provoke,irreverence,0.9,0.4444444444444444,0.3148148148148147,0.3564814814814814,3.1944444444444446,0.3402777777777777,8,synonym
irreverence,provoquer,ˌɪˈrɛvərəns,pʀɔvɔkəʀ,irreverence,to provoke,0.8181818181818182,0.4444444444444444,0.2337962962962962,0.2731481481481481,3.111111111111111,0.2430555555555555,9,synonym
irreverence,irrévérence,ˌɪˈrɛvərəns,iʀʀeveʀɑ̃s,irreverence,irreverence,0.8181818181818182,0.2222222222222222,0.1828703703703703,0.2453703703703703,2.333333333333333,0.1828703703703703,2,synonym
foreigner,étranger,ˈfɔrənər,etʀɑ̃ʒəʀ,foreigner,foreign,0.875,0.4285714285714285,0.1934523809523809,0.238095238095238,3.607142857142857,0.1934523809523809,5,synonym
foreigner,outsider,ˈfɔrənər,utsidəʀ,foreigner,outsider,0.875,0.5714285714285714,0.1845238095238095,0.2261904761904762,3.517857142857143,0.1845238095238095,6,synonym
outsider,étranger,aʊtˈsaɪdər,etʀɑ̃ʒəʀ,outsider,foreign,0.8,0.3333333333333333,0.2754629629629629,0.3148148148148148,2.6666666666666665,0.2986111111111111,6,synonym
outsider,outsider,aʊtˈsaɪdər,utsidəʀ,outsider,outsider,0.6,0.2222222222222222,0.2314814814814815,0.2638888888888888,1.930555555555556,0.2546296296296295,0,synonym
pacify,pacifier,ˈpæsəˌfaɪ,pazifjəʀ,pacify,pacifier,0.8888888888888888,0.25,0.1614583333333333,0.1822916666666666,1.640625,0.1770833333333333,3,synonym
pacify,apaiser,ˈpæsəˌfaɪ,apɛzəʀ,pacify,appease,0.7777777777777778,0.5714285714285714,0.2291666666666667,0.2619047619047619,2.607142857142857,0.244047619047619,5,synonym
soothe,pacifier,suð,pazifjəʀ,soothe,pacifier,1.0,0.75,0.5989583333333334,0.671875,4.9375,0.6666666666666666,7,synonym
soothe,apaiser,suð,apɛzəʀ,soothe,appease,1.0,0.6666666666666666,0.5104166666666666,0.5694444444444445,4.395833333333333,0.5659722222222222,6,synonym
abate,abbé,əˈbeɪt,abe,abate,abbe,0.6666666666666666,0.4,0.3875,0.425,3.15,0.425,3,synonym
abate,soulager,əˈbeɪt,sulaʒəʀ,abate,relieve,1.0,0.5714285714285714,0.3779761904761905,0.4107142857142857,3.928571428571429,0.4017857142857143,6,synonym
relieve,abbé,rɪˈliv,abe,relieve,abbe,1.0,0.6,0.4291666666666667,0.4833333333333334,4.175,0.4791666666666667,7,synonym
relieve,soulager,rɪˈliv,sulaʒəʀ,relieve,relieve,1.0,0.5714285714285714,0.3363095238095238,0.3869047619047618,3.1785714285714284,0.369047619047619,7,synonym
entice,attirer,ɪnˈtaɪs,atiʀəʀ,entice,attract,1.0,0.5,0.1944444444444444,0.2222222222222222,3.6458333333333335,0.1944444444444444,4,synonym
entice,fasciner,ɪnˈtaɪs,fazinəʀ,entice,fascinate,1.0,0.5714285714285714,0.2916666666666667,0.3273809523809524,4.196428571428571,0.3035714285714285,6,synonym
fascinate,attirer,ˈfæsəˌneɪt,atiʀəʀ,fascinate,attract,0.9,0.5,0.3203125,0.3541666666666667,3.25,0.3411458333333333,7,synonym
fascinate,fasciner,ˈfæsəˌneɪt,fazinəʀ,fascinate,fascinate,0.8,0.25,0.1744791666666666,0.1927083333333333,1.828125,0.1848958333333333,3,synonym
enlarge,agrandir,ˌɛnˈlɑrʤ,aɡʀɑ̃diʀ,enlarge,enlarge,1.0,0.4285714285714285,0.3630952380952381,0.4166666666666666,3.517857142857143,0.3958333333333333,7,synonym
enlarge,étendre,ˌɛnˈlɑrʤ,etɑ̃dʀ,enlarge,to expand,1.0,0.6,0.2166666666666666,0.2666666666666666,3.975,0.2166666666666666,5,synonym
extend,agrandir,ɪkˈstɛnd,aɡʀɑ̃diʀ,extend,enlarge,1.0,0.5714285714285714,0.244047619047619,0.2857142857142857,3.5,0.244047619047619,6,synonym
extend,étendre,ɪkˈstɛnd,etɑ̃dʀ,extend,to expand,0.875,0.5714285714285714,0.3452380952380953,0.3809523809523809,3.517857142857143,0.3720238095238095,4,synonym
hostility,hostilité,hɑˈstɪləti,ɔstilite,hostility,hostility,0.6,0.1111111111111111,0.1388888888888889,0.1527777777777778,1.1944444444444444,0.1504629629629629,1,synonym
hostility,aversion,hɑˈstɪləti,avɛʀsjɔ̃,hostility,aversion,1.0,0.5555555555555556,0.3425925925925926,0.3888888888888889,4.055555555555555,0.3634259259259259,8,synonym
aversion,hostilité,əˈvərʒən,ɔstilite,aversion,hostility,1.0,0.5,0.2682291666666667,0.3125,3.65625,0.28125,8,synonym
aversion,aversion,əˈvərʒən,avɛʀsjɔ̃,aversion,aversion,1.0,0.2857142857142857,0.1339285714285714,0.1607142857142857,2.142857142857143,0.1339285714285714,0,synonym
unconcern,insouciance,ˌənkənˈsərn,ɛ̃susjɑ̃s,unconcern,recklessness,1.0,0.6666666666666666,0.3171296296296296,0.3564814814814815,3.75,0.3379629629629629,7,synonym
unconcern,indifférence,ˌənkənˈsərn,ɛ̃difeʀɑ̃s,unconcern,indifference,1.0,0.6666666666666666,0.261574074074074,0.3055555555555555,3.7777777777777777,0.2731481481481481,9,synonym
indifference,insouciance,ˌɪnˈdɪfərəns,ɛ̃susjɑ̃s,indifference,recklessness,0.9166666666666666,0.4,0.34375,0.3874999999999999,3.1875,0.3770833333333333,7,synonym
indifference,indifférence,ˌɪnˈdɪfərəns,ɛ̃difeʀɑ̃s,indifference,indifference,0.75,0.2,0.2354166666666666,0.2625,1.9875,0.2520833333333333,1,synonym
charge,charge,ʧɑrʤ,ʃaʀʒ,charge,charge,1.0,0.5,0.515625,0.5833333333333333,4.28125,0.5572916666666667,0,synonym
charge,faire des reproches,ʧɑrʤ,fɛʀə dəs ʀɛpʀɔʃ,charge,blame,1.0,0.8461538461538461,0.7788461538461539,0.875,6.355769230769231,0.8669871794871794,17,synonym
blame,charge,bleɪm,ʃaʀʒ,blame,charge,1.0,0.8,0.3291666666666667,0.3666666666666667,4.275,0.35,4,synonym
blame,faire des reproches,bleɪm,fɛʀə dəs ʀɛpʀɔʃ,blame,blame,1.0,0.6923076923076923,0.5865384615384616,0.6538461538461539,5.057692307692308,0.6522435897435899,18,synonym
boldness,audace,ˈboʊldnəs,odaz,boldness,audacity,0.7777777777777778,0.5,0.4739583333333333,0.5208333333333334,3.8125,0.5208333333333334,7,synonym
boldness,arrogance,ˈboʊldnəs,aʀʀɔɡɑ̃s,boldness,arrogance,0.8888888888888888,0.5,0.2786458333333333,0.3177083333333333,3.984375,0.2916666666666667,8,synonym
arrogance,audace,ˈɛrəgəns,odaz,arrogance,audacity,1.0,0.5,0.3784722222222221,0.4236111111111111,3.5416666666666665,0.4097222222222221,5,synonym
arrogance,arrogance,ˈɛrəgəns,aʀʀɔɡɑ̃s,arrogance,arrogance,0.875,0.4285714285714285,0.2261904761904762,0.2678571428571428,2.8035714285714284,0.244047619047619,0,synonym
genuine,"authentique, sincère",ˈʤɛnjuˌaɪn,"otɑ̃tikə, sɛ̃sə̀ʀ",genuine,"genuine, sincere",1.0,0.6666666666666666,0.4565972222222222,0.5034722222222222,4.166666666666667,0.4965277777777777,14,synonym
genuine,fiable,ˈʤɛnjuˌaɪn,fjabl,genuine,reliable,0.8,0.7142857142857143,0.3571428571428571,0.3988095238095238,4.267857142857143,0.3839285714285713,6,synonym
reliable,"authentique, sincère",rɪˈlaɪəbəl,"otɑ̃tikə, sɛ̃sə̀ʀ",reliable,"genuine, sincere",0.8823529411764706,0.5,0.3298611111111111,0.3680555555555556,3.333333333333333,0.3541666666666667,17,synonym
reliable,fiable,rɪˈlaɪəbəl,fjabl,reliable,reliable,0.7,0.5555555555555556,0.4421296296296296,0.5046296296296295,3.986111111111111,0.4861111111111111,3,synonym
clumsy,maladroit,ˈkləmzi,maladʀwa,clumsy,clumsy,0.875,0.625,0.3359375,0.3697916666666667,3.625,0.3619791666666667,8,synonym
clumsy,rugueux,ˈkləmzi,ʀyɡɥœ,clumsy,rough,1.0,0.5,0.3402777777777777,0.3680555555555555,4.104166666666667,0.3541666666666667,6,synonym
rough,maladroit,rəf,maladʀwa,rough,clumsy,1.0,0.75,0.6145833333333334,0.6979166666666667,5.1875,0.6822916666666667,8,synonym
rough,rugueux,rəf,ʀyɡɥœ,rough,rough,1.0,0.6,0.4875,0.55,4.4,0.5291666666666666,5,synonym
maxim,maximum,ˈmæksəm,maɡzimœ̃,maxim,maximum,0.875,0.1428571428571428,0.1577380952380952,0.1726190476190476,1.2857142857142858,0.1726190476190476,2,synonym
maxim,vérité,ˈmæksəm,veʀite,maxim,truth,1.0,0.6666666666666666,0.2152777777777778,0.25,4.0625,0.2152777777777778,5,synonym
truth,maximum,truθ,maɡzimœ̃,truth,maximum,1.0,0.8571428571428571,0.4910714285714286,0.5535714285714286,4.785714285714286,0.5357142857142857,7,synonym
truth,vérité,truθ,veʀite,truth,truth,1.0,0.5,0.3958333333333333,0.4513888888888888,3.6041666666666665,0.4305555555555555,4,synonym
frustrate,frustrer,ˈfrəˌstreɪt,fʀystʀəʀ,frustrate,frustrate,0.7272727272727273,0.2222222222222222,0.1967592592592592,0.2314814814814815,2.125,0.2060185185185185,3,synonym
frustrate,perplexe,ˈfrəˌstreɪt,pɛʀpləɡz,frustrate,puzzled,1.0,0.4444444444444444,0.2037037037037037,0.2453703703703703,2.833333333333333,0.2222222222222222,8,synonym
perplex,frustrer,pərˈplɛks,fʀystʀəʀ,perplex,frustrate,1.0,0.625,0.2005208333333333,0.25,3.640625,0.2005208333333333,7,synonym
perplex,perplexe,pərˈplɛks,pɛʀpləɡz,perplex,puzzled,0.6666666666666666,0.0,0.0416666666666666,0.0520833333333333,0.421875,0.0416666666666666,1,synonym
uncivilized,sauvage,ənˈsɪvəlaɪzd,sovaʒ,uncivilized,wild,0.75,0.5454545454545454,0.5170454545454546,0.5681818181818181,4.181818181818182,0.5681818181818181,9,synonym
savage,sauvage,ˈsævɪʤ,sovaʒ,savage,wild,0.6666666666666666,0.2,0.2333333333333333,0.25,2.0,0.25,1,synonym
favor,favoriser,ˈfeɪvər,favɔʀizəʀ,favor,to favor,0.8888888888888888,0.4444444444444444,0.3402777777777777,0.3888888888888889,2.8472222222222223,0.375,4,synonym
humanity,humanité,juˈmænɪti,ymanite,humanity,humanity,0.6666666666666666,0.125,0.1276041666666666,0.140625,1.0625,0.140625,1,synonym
humanity,la générosité,juˈmænɪti,la ʒeneʀɔzite,humanity,generosity,0.8461538461538461,0.4166666666666667,0.3576388888888889,0.3958333333333333,3.34375,0.390625,10,synonym
generosity,humanité,ˌʤɛnərˈɑsəti,ymanite,generosity,humanity,0.8333333333333334,0.4444444444444444,0.2662037037037036,0.3009259259259259,2.5416666666666665,0.2962962962962962,8,synonym
generosity,la générosité,ˌʤɛnərˈɑsəti,la ʒeneʀɔzite,generosity,generosity,0.9230769230769232,0.25,0.2812499999999999,0.3124999999999999,2.34375,0.3038194444444444,6,synonym
magical,magique,ˈmæʤɪkəl,maʒik,magical,magical,0.75,0.5,0.2673611111111111,0.2916666666666667,2.875,0.2847222222222222,3,synonym
magical,fascinant,ˈmæʤɪkəl,fazinɑ̃,magical,fascinating,1.0,0.6666666666666666,0.2395833333333333,0.2847222222222222,4.166666666666667,0.2395833333333333,6,synonym
fascinating,magique,ˈfæsəˌneɪtɪŋ,maʒik,fascinating,magical,1.0,0.7,0.5,0.55,4.2875,0.5479166666666666,9,synonym
fascinating,fascinant,ˈfæsəˌneɪtɪŋ,fazinɑ̃,fascinating,fascinating,0.8333333333333334,0.4,0.3916666666666667,0.4333333333333333,3.225,0.43125,3,synonym
dismal,lugubre,ˈdɪzməl,lyɡbʀ,dismal,dismal,1.0,0.6666666666666666,0.2708333333333333,0.2986111111111111,3.333333333333333,0.2847222222222222,7,synonym
dismal,sombre,ˈdɪzməl,sɔ̃bʀ,dismal,sombre,1.0,0.5,0.3854166666666666,0.4236111111111111,3.7083333333333335,0.4131944444444444,6,synonym
gloomy,lugubre,ˈglumi,lyɡbʀ,gloomy,dismal,1.0,0.6,0.25,0.2833333333333333,3.175,0.2708333333333333,7,synonym
gloomy,sombre,ˈglumi,sɔ̃bʀ,gloomy,sombre,1.0,0.75,0.1510416666666666,0.1666666666666666,3.15625,0.1510416666666666,6,synonym
delicate,délicat,ˈdɛləkət,delika,delicate,delicate,0.625,0.1428571428571428,0.1726190476190476,0.1845238095238095,1.4285714285714286,0.1845238095238095,2,synonym
delicate,fragile,ˈdɛləkət,fʀaʒil,delicate,fragile,1.0,0.5714285714285714,0.2797619047619047,0.3095238095238095,3.0357142857142856,0.2916666666666667,7,synonym
fragile,délicat,ˈfræʤəl,delika,fragile,delicate,1.0,0.6666666666666666,0.3125,0.3680555555555555,4.395833333333333,0.3298611111111111,7,synonym
fragile,fragile,ˈfræʤəl,fʀaʒil,fragile,fragile,0.7142857142857143,0.1666666666666666,0.2013888888888888,0.2291666666666666,1.7291666666666667,0.2152777777777778,0,synonym
haste,hâte,heɪst,at,haste,hurry,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,2,synonym
haste,rafale,heɪst,ʀafal,haste,gust,1.0,0.6,0.1875,0.2166666666666666,4.0,0.1875,4,synonym
flurry,hâte,ˈfləri,at,flurry,hurry,1.0,0.8,0.6125,0.6833333333333333,5.45,0.6666666666666667,6,synonym
flurry,rafale,ˈfləri,ʀafal,flurry,gust,1.0,0.6,0.2749999999999999,0.35,4.725,0.2749999999999999,6,synonym
adversity,adversité,ædˈvərsɪˌti,advɛʀsite,adversity,adversity,0.6363636363636364,0.0,0.0324074074074074,0.0416666666666666,0.3472222222222222,0.0324074074074074,1,synonym
adversity,malheur,ædˈvərsɪˌti,malœʀ,adversity,misfortune,1.0,0.6666666666666666,0.4745370370370371,0.5324074074074074,4.611111111111111,0.5231481481481483,8,synonym
misfortune,adversité,mɪsˈfɔrʧən,advɛʀsite,misfortune,adversity,1.0,0.4444444444444444,0.2824074074074074,0.3333333333333333,3.486111111111111,0.2939814814814815,9,synonym
obdurate,inflexible,ˈɑbdərət,ɛ̃fləɡzibl,obdurate,inflexible,0.9,0.5555555555555556,0.2916666666666667,0.3287037037037037,3.0,0.3125,9,synonym
obdurate,insensible,ˈɑbdərət,ɛ̃sɑ̃sibl,obdurate,insensible,1.0,0.5714285714285714,0.2619047619047619,0.3154761904761905,3.5892857142857144,0.2619047619047619,9,synonym
unfeeling,inflexible,ənˈfilɪŋ,ɛ̃fləɡzibl,unfeeling,inflexible,1.0,0.6666666666666666,0.3263888888888889,0.3564814814814814,3.625,0.3472222222222222,6,synonym
unfeeling,insensible,ənˈfilɪŋ,ɛ̃sɑ̃sibl,unfeeling,insensible,1.0,0.7142857142857143,0.2648809523809524,0.3035714285714285,3.732142857142857,0.2648809523809524,7,synonym
defamation,diffamation,ˌdɛfəˈmeɪʃən,difamasjɔ̃,defamation,defamation,0.75,0.3,0.1708333333333333,0.1916666666666666,2.0875,0.18125,2,synonym
defamation,aspersion,ˌdɛfəˈmeɪʃən,aspɛʀsjɔ̃,defamation,aspersion,1.0,0.7,0.2979166666666666,0.3375,3.625,0.3166666666666666,7,synonym
aspersion,diffamation,əˈspərʒən,difamasjɔ̃,aspersion,defamation,1.0,0.6666666666666666,0.287037037037037,0.337962962962963,4.180555555555555,0.298611111111111,8,synonym
aspersion,aspersion,əˈspərʒən,aspɛʀsjɔ̃,aspersion,aspersion,0.8888888888888888,0.25,0.1171875,0.140625,1.875,0.1171875,0,synonym
competent,compétent,ˈkɑmpətɪnt,kɔ̃petɑ̃,competent,competent,0.7,0.3333333333333333,0.3587962962962963,0.3935185185185185,3.0,0.3888888888888889,1,synonym
competent,capable,ˈkɑmpətɪnt,kapabl,competent,capable,0.8,0.5555555555555556,0.3518518518518518,0.3888888888888889,3.013888888888889,0.3842592592592592,7,synonym
able,compétent,ˈeɪbəl,kɔ̃petɑ̃,able,competent,1.0,0.5,0.2777777777777777,0.3055555555555555,3.7708333333333335,0.2986111111111111,8,synonym
able,capable,ˈeɪbəl,kapabl,able,capable,0.8333333333333334,0.3333333333333333,0.2534722222222222,0.2777777777777777,3.1041666666666665,0.2708333333333333,3,synonym
charm,charme,ʧɑrm,ʃaʀm,charm,charm,0.75,0.25,0.2864583333333333,0.3333333333333333,2.46875,0.3072916666666667,1,synonym
charm,fasciner,ʧɑrm,fazinəʀ,charm,fascinate,1.0,0.8571428571428571,0.5535714285714286,0.6309523809523808,4.839285714285714,0.613095238095238,7,synonym
fascinate,charme,ˈfæsəˌneɪt,ʃaʀm,fascinate,charm,1.0,0.75,0.5052083333333334,0.5677083333333333,4.5,0.5520833333333334,7,synonym
imprisonment,emprisonnement,ˌɪmˈprɪzənmənt,ɑ̃pʀizɔnəmɑ̃,imprisonment,imprisonment,0.7857142857142857,0.3333333333333333,0.2361111111111111,0.2708333333333333,2.5625,0.2534722222222222,3,synonym
imprisonment,confinement,ˌɪmˈprɪzənmənt,kɔ̃finəmɑ̃,imprisonment,confinement,0.8571428571428571,0.5833333333333334,0.3784722222222222,0.4236111111111111,3.90625,0.4131944444444445,7,synonym
confinement,emprisonnement,kənˈfaɪnmənt,ɑ̃pʀizɔnəmɑ̃,confinement,imprisonment,0.9166666666666666,0.6363636363636364,0.2632575757575757,0.303030303030303,4.079545454545454,0.2727272727272727,7,synonym
chide,gronder,ʧaɪd,ɡʀɔ̃dəʀ,eat well,to scold,0.8571428571428571,0.6666666666666666,0.5104166666666666,0.576388888888889,4.895833333333333,0.5659722222222222,5,synonym
depth,profondeur,dɛpθ,pʀɔfɔ̃dœʀ,depth,depth,1.0,0.625,0.4947916666666667,0.5572916666666666,4.25,0.5520833333333333,9,synonym
depth,une dépression,dɛpθ,ynə depʀɛsjɔ̃,depth,depression,0.8461538461538461,0.6363636363636364,0.5776515151515151,0.6439393939393939,4.659090909090909,0.6439393939393939,12,synonym
depression,profondeur,dɪˈprɛʃən,pʀɔfɔ̃dœʀ,depression,depth,1.0,0.5,0.2083333333333333,0.2447916666666666,3.296875,0.2083333333333333,10,synonym
depression,une dépression,dɪˈprɛʃən,ynə depʀɛsjɔ̃,depression,depression,0.8461538461538461,0.4545454545454545,0.3200757575757575,0.3636363636363636,3.227272727272727,0.3465909090909091,5,synonym
terminate,mettre fin,ˈtərməˌneɪt,mɛtʀə fɛ̃,terminate,end,0.9090909090909092,0.6666666666666666,0.3217592592592592,0.3611111111111111,3.5694444444444446,0.3402777777777778,9,synonym
terminate,cesser,ˈtərməˌneɪt,sɛsəʀ,terminate,cease,0.9090909090909092,0.6666666666666666,0.4513888888888889,0.5092592592592592,4.125,0.4930555555555556,8,synonym
desist,mettre fin,dɪˈzɪst,mɛtʀə fɛ̃,desist,end,1.0,0.5714285714285714,0.25,0.2857142857142857,3.375,0.2678571428571428,9,synonym
desist,cesser,dɪˈzɪst,sɛsəʀ,desist,cease,1.0,0.3333333333333333,0.236111111111111,0.2569444444444445,2.395833333333333,0.25,4,synonym
virtuous,vertueux,ˈvərʧuəs,vɛʀtɥœ,virtuous,virtuous,0.875,0.5,0.2152777777777778,0.2569444444444444,3.4791666666666665,0.2152777777777778,3,synonym
virtuous,pure,ˈvərʧuəs,pyʀ,virtuous,pure,1.0,0.5,0.4895833333333333,0.5625,4.541666666666667,0.5486111111111112,7,synonym
pure,vertueux,pjʊr,vɛʀtɥœ,pure,virtuous,1.0,0.5,0.4097222222222222,0.4791666666666667,4.770833333333333,0.4444444444444445,6,synonym
