,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0,DNN_logits,MBERT_cos_sim,XLM_cos_sim
10,1667,enjamb,enjamber,enjamb*,ɑ̃ʒɑ̃bəʀ,when,climb over,0.875,0.8333333333333334,0.2395833333333333,0.2708333333333333,4.833333333333333,0.2395833333333333,2,loan,1,,-0.46472374,0.955564,0.5066414
11,3767,brusque,brisque,brəsk,bʀisk,brusque,brisque,0.4,0.0,0.0583333333333333,0.075,0.625,0.0583333333333333,1,hard_negative,0,,0.761474,0.8724411,0.8380171
12,1610,émeute,plural,éémeute*,plyʀal,riot,plural,1.0,0.6666666666666666,0.3244047619047619,0.369047619047619,5.160714285714286,0.3392857142857143,6,loan,1,,3.5026915,0.28130382,0.58487284
13,7947,hors-texte,bénédictin,hors-texte*,benediktɛ̃,inset,Benedictine,0.9090909090909092,0.3333333333333333,0.1041666666666666,0.1203703703703703,1.9444444444444444,0.1041666666666666,10,hard_negative,0,,-22.484297,0.43312648,0.6969889
14,9163,a la minute,acétylène,ə lɑ ˈmɪnət,azetilə̀n,a minute,acetylene,0.9090909090909092,0.5,0.1041666666666666,0.1093749999999999,1.734375,0.1041666666666666,8,hard_negative,0,,-5.5992875,0.196104,0.5249287
15,3033,ponce,alphonse,ˈpɑnseɪ,alfɔ̃s,ponce,alphonse,1.0,0.6666666666666666,0.28125,0.3194444444444445,3.458333333333333,0.2986111111111111,4,loan,1,,-10.249369,0.34322882,0.75654274
16,10746,pantaloon,porte-monnaie,ˈpæntəˌlun,pɔʀtə-mɔn,pantaloon,wallet,0.6,0.25,0.0963541666666666,0.1041666666666666,1.1875,0.0963541666666666,9,hard_negative,0,,-9.192492,0.47519773,0.8011773
17,7412,divorcée,diversion,divorcée*,divɛʀsjɔ̃,divorcee,diversion,0.6666666666666666,0.25,0.0963541666666666,0.1145833333333333,1.296875,0.0963541666666666,5,hard_negative,0,,-4.66389,0.4759267,0.5794563
18,1387,énarque,banalité,éénarque*,banalite,enarque,banality,0.6666666666666666,0.5,0.1536458333333333,0.1822916666666666,3.234375,0.1536458333333333,6,hard_negative,0,,-14.666559,0.48421255,0.6708034
19,435,bois durci,biandrie,bwɑ durci*,bjɑ̃dʀi,hardened wood,biandrie,0.6,0.25,0.265625,0.3020833333333333,2.296875,0.2916666666666667,6,hard_negative,0,,-2.6653042,0.4118453,0.66557544
20,914,solid,solide,ˈsɑləd,sɔlid,solid,solid,0.5,0.0,0.0541666666666666,0.0583333333333333,0.55,0.0541666666666666,1,synonym,0,,-2.1269076,0.79844785,0.7232354
21,8942,tant mieux,pataphysique,tænt mieux*,patafizik,so much the better,pataphysics,0.8181818181818182,0.5555555555555556,0.1296296296296296,0.1481481481481481,2.888888888888889,0.1296296296296296,8,hard_negative,0,,-13.1465,0.45557666,0.35025367
22,228,pollute,polluer,pəˈlut,pɔlyʀ,pollute,pollute,0.6666666666666666,0.2,0.075,0.0833333333333333,1.225,0.075,2,synonym,0,,-4.877347,0.87459713,0.73131233
23,21,agreement,harmonie,əˈgrimənt,aʀmɔni,agreement,harmony,0.7777777777777778,0.2857142857142857,0.2261904761904762,0.2619047619047619,2.8035714285714284,0.2410714285714285,7,synonym,0,,-5.2119036,0.39293304,0.6193399
24,8936,talisman,sauces mères,ˈtælɪsmən,sozəs mə̀ʀ,talisman,mother sauces,0.8,0.25,0.0729166666666666,0.078125,1.171875,0.0729166666666666,9,hard_negative,0,,-3.4713662,0.36309877,0.6393213
25,5867,sabrage,chambranle,sabrage*,ʃɑ̃bʀɑ̃lə,Saberge,jamb,0.8888888888888888,0.1428571428571428,0.2083333333333333,0.238095238095238,1.875,0.2202380952380952,5,hard_negative,0,,-9.946073,0.4042511,0.6175627
26,477,brouhaha,bistouri,ˈbruhɑˌhɑ,bistuʀi,brouhaha,scalpel,0.8888888888888888,0.4285714285714285,0.1904761904761904,0.2321428571428571,3.446428571428572,0.1904761904761904,7,random,0,844.0,-16.607937,0.442842,0.67846376
27,6436,archaeologue,hors catégorie,archaeologue*,ɔʀs kateɡɔʀi,archaeologue,except category,1.0,0.4545454545454545,0.1590909090909091,0.1818181818181818,2.909090909090909,0.1590909090909091,10,hard_negative,0,,-6.7396946,0.36681342,0.7004222
28,1374,en flute,en route,ɛn flut,ən ʀut,a flute,en route,0.4285714285714285,0.1666666666666666,0.1944444444444444,0.2152777777777778,1.6875,0.2083333333333333,2,hard_negative,0,,-1.912955,0.5473457,0.63092494
29,6582,berdache,mardi gras,berdache*,maʀdi ɡʀa,berdache,Mardi Gras,0.8888888888888888,0.25,0.0755208333333333,0.0885416666666666,1.015625,0.0755208333333333,8,hard_negative,0,,-4.0383425,0.34929684,0.58607465
30,8951,tassie,bastille,tassie*,bastij,tassie,bastille,0.5714285714285714,0.3333333333333333,0.0520833333333333,0.0625,0.875,0.0520833333333333,4,hard_negative,0,,-6.955776,0.58677006,0.8262732
31,986,cinema,cinéma,ˈsɪnəmə,sinema,cinema,movie theater,0.5714285714285714,0.0,0.0416666666666666,0.0416666666666666,0.375,0.0416666666666666,1,loan,1,,-7.5398307,0.86587965,0.8364374
32,1850,haute cuisine,chef de cuisine,hət kwɪˈzin,ʃəf də kɥizin,haute cuisine,chef,0.6153846153846154,0.2727272727272727,0.1893939393939394,0.2121212121212121,1.681818181818182,0.2064393939393939,5,hard_negative,0,,-4.086543,0.65946794,0.72846985
33,2072,gorgeret,gorgeret,gorgeret*,ɡɔʀʒəʀɛ,gorgeret,gorgeret,1.0,0.4285714285714285,0.3005952380952381,0.375,3.821428571428572,0.3154761904761905,0,loan,1,,1.7630978,1.0,1.0
34,1854,hectare,instant,ˈhɛkˌtɑr,ɛ̃stɑ̃,hectare,instant,0.625,0.5,0.3402777777777778,0.3888888888888889,3.1041666666666665,0.3854166666666667,5,hard_negative,0,,4.1751604,0.47606683,0.5363813
35,4530,débutantes,badinage,débutantes*,badinaʒ,beginners,badinage,0.8181818181818182,0.2222222222222222,0.3145833333333333,0.3458333333333333,2.6125,0.3437499999999999,8,hard_negative,0,,-10.219335,0.48055854,0.74629575
36,8139,maladroit,balustrade,ˌmæləˈdrɔɪt,balystʀad,clumsy,balustrade,0.9090909090909092,0.3333333333333333,0.1041666666666666,0.1203703703703703,1.875,0.1041666666666666,7,hard_negative,0,,-6.2829294,0.38849047,0.57480294
37,8008,intussusception,existentialisme,intussusception*,əɡzistɑ̃sjalism,intussusception,existentialism,0.875,0.4,0.173611111111111,0.1888888888888888,2.566666666666667,0.1805555555555555,14,hard_negative,0,,0.30449134,0.44697744,0.6867484
38,1330,decalcomanie,décalcomanie,decalcomanie*,dekalkɔmani,decals,decal,0.3846153846153846,0.25,0.0850694444444444,0.09375,0.7083333333333334,0.09375,1,loan,1,,-3.7342343,0.8481052,0.9006869
39,456,boubou,babouche,boubou*,babuʃ,boubou,babouche,0.5714285714285714,0.3333333333333333,0.2569444444444445,0.2847222222222222,3.1666666666666665,0.2743055555555555,5,hard_negative,0,,-2.0229545,0.83324265,0.6802456
40,1041,coincident,coïncident,koʊˈɪnsədənt,koinsidɑ̃,coincident,coincide,0.5833333333333334,0.2727272727272727,0.2765151515151515,0.303030303030303,2.25,0.3011363636363636,1,loan,1,,-6.739983,0.5884363,0.7059307
41,3308,rouget,rouget,rouget*,ʀuʒɛ,red mullet,red mullet,0.8571428571428571,0.4,0.3125,0.3666666666666666,3.875,0.3375,0,loan,1,,4.2425222,1.0,1.0
42,3639,billot,barrage,billot*,baʀʀaʒ,billot,barrage,0.8571428571428571,0.0,0.1319444444444444,0.1458333333333333,1.5416666666666667,0.1319444444444444,6,hard_negative,0,,-5.046989,0.42336544,0.7365015
43,605,cancaneuse,ananas,cancaneuse*,anana,cancaneuse,pineapple,0.6363636363636364,0.5,0.4541666666666667,0.5041666666666667,3.675,0.5041666666666667,5,hard_negative,0,,-16.190094,0.46694392,0.4401186
44,8661,raconteur,langoustine,ˌrækɑnˈtur,lɑ̃ɡustin,raconteur,langoustine,0.9,0.25,0.1145833333333333,0.140625,1.625,0.1145833333333333,8,hard_negative,0,,-11.870405,0.4637505,0.48155063
45,10736,oxygen,exergue,ˈɑksɪʤən,əɡzɛʀɡ,oxygen,epigraph,1.0,0.3333333333333333,0.1076388888888888,0.125,1.875,0.1076388888888888,5,hard_negative,0,,-5.1653156,0.4610713,0.75780183
46,4429,detergent,châtelaine,dɪˈtərʤənt,ʃatəlɛn,detergent,châtelaine,0.7,0.125,0.171875,0.1927083333333333,1.5625,0.1822916666666666,7,hard_negative,0,,-9.001636,0.41659832,0.6957453
47,4991,granite,lignite,ˈgrænɪt,liɲit,granite,lignite,0.8571428571428571,0.0,0.0791666666666666,0.1,0.875,0.0791666666666666,3,hard_negative,0,,-5.2010574,0.6658762,0.6943706
48,2399,pantaloons,châtelaine,ˈpæntəˌlunz,ʃatəlɛn,pantaloons,châtelaine,0.6363636363636364,0.3333333333333333,0.2476851851851851,0.2685185185185185,2.1527777777777777,0.2662037037037036,7,hard_negative,0,,-1.672284,0.4948277,0.7526814
49,4039,cinéma du look,anacyclique,cinéma* də lʊk,anaziklik,look cinema,anacyclic,0.7142857142857143,0.3,0.2348484848484848,0.2575757575757575,2.2954545454545454,0.2537878787878788,12,hard_negative,0,,-16.726887,0.43868,0.68652093
50,1378,en passant,à la carte,ɛn passant*,a la kaʀt,by the way,à la carte,0.6363636363636364,0.5555555555555556,0.2777777777777778,0.3055555555555555,2.638888888888889,0.298611111111111,7,hard_negative,0,,-4.5295496,0.409284,0.39792615
51,10170,deracine,philatélie,deracine*,filateli,deracine,philately,0.8888888888888888,0.375,0.0911458333333333,0.1093749999999999,1.140625,0.0911458333333333,8,hard_negative,0,,-5.409416,0.40849835,0.8579986
52,9171,aioli,aconit,aioli*,akɔni,aioli,aconit,0.6666666666666666,0.4,0.0916666666666666,0.1,2.075,0.0916666666666666,3,hard_negative,0,,-4.050206,0.47744012,0.7428694
53,375,béguin,badine,béguin*,badin,béguin,kids,0.5714285714285714,0.2,0.0958333333333333,0.1083333333333333,2.1,0.0958333333333333,4,hard_negative,0,,-6.3469944,0.6087892,0.6174307
54,3621,tourelle,tourelle,tourelle*,tuʀɛl,turret,turret,0.6666666666666666,0.375,0.3645833333333333,0.4114583333333333,2.984375,0.4010416666666667,0,loan,1,,3.712943,1.0,1.0
55,10748,pantoum,barbotine,pantoum*,baʀbɔtin,pantoum,slip,0.875,0.5,0.203125,0.2239583333333333,1.890625,0.2135416666666666,7,hard_negative,0,,-12.620622,0.5792126,0.6964611
56,323,stumble,trébucher,ˈstəmbəl,tʀebyʃəʀ,stumble,stumble,0.875,0.5,0.2291666666666666,0.2552083333333333,2.734375,0.2421875,7,synonym,0,,-9.1285095,0.63957214,0.41112858
57,3679,tulip,tulipe,ˈtulɪp,tylip,tulip,tulipe,0.5,0.0,0.0166666666666666,0.0166666666666666,0.15,0.0166666666666666,1,loan,1,,-0.37932768,0.89216274,0.62800306
58,7981,improvise,en plein air,ˌɪmprəˈvaɪz,ən pləin ɛʀ,improvise,outside,0.8181818181818182,0.4444444444444444,0.1273148148148148,0.1574074074074074,2.5,0.1273148148148148,11,hard_negative,0,,-4.0597277,0.47582108,0.59588873
59,7097,confronté,saucisson sec,confronté*é,sozisɔn sək,confronted with,dry sausage,0.8181818181818182,0.6,0.1291666666666666,0.15,2.775,0.1291666666666666,11,hard_negative,0,,-9.8710785,0.40076944,0.52346903
60,7794,féerie,beau + lieu,féerie*,bəo + ljø,fairyland,beautiful + place,1.0,0.3333333333333333,0.0868055555555555,0.1111111111111111,1.25,0.0868055555555555,9,hard_negative,0,,-12.071415,0.44569921,0.7370483
61,699,cahoot,cahute,kəˈhut,kayt,cahoot,say,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,3,loan,1,,2.6052344,0.7589671,0.80517036
62,559,bouillabaisse,bouillabaisse,bouillabaisse*,bujlabɛs,bouillabaisse,bouillabaisse,0.5714285714285714,0.3846153846153846,0.3605769230769231,0.4006410256410256,3.0288461538461537,0.3974358974358974,0,loan,1,,-4.260263,1.0,1.0
63,16,abaissé,abaissé,abaissé*é,abɛse,lowered,lowered,0.6666666666666666,0.3333333333333333,0.3489583333333333,0.3854166666666666,2.8125,0.3854166666666666,0,loan,1,,-4.694026,1.0,1.0
64,386,magnificent,éblouissant,mægˈnɪfɪsənt,eblwisɑ̃,magnificent,dazzling,0.9166666666666666,0.6,0.3729166666666667,0.4125,4.0,0.4,9,synonym,0,,-9.201092,0.4429601,0.7065356
65,954,insignificant,insignifiant,ˌɪnsɪgnˈjɪfɪkənt,ɛ̃siɲifjɑ̃,insignificant,insignificant,0.875,0.4615384615384615,0.3910256410256411,0.4294871794871794,3.326923076923077,0.4246794871794872,1,synonym,0,,-13.008188,0.7690167,0.74048144
66,304,perpetual,perpétuel,pərˈpɛʧuəl,pɛʀpetyl,perpetual,perpetual,0.7,0.125,0.1171875,0.1354166666666666,1.890625,0.1171875,2,synonym,0,,0.41029134,0.58245736,0.6183884
67,585,merciful,compatissant,ˈmərsɪfəl,kɔ̃patisɑ̃,merciful,compassionate,1.0,0.625,0.2942708333333333,0.3489583333333333,3.703125,0.2942708333333333,10,synonym,0,,-11.454125,0.50887877,0.74847054
68,474,bijou,bijou,bijou*,biʒu,bijou,bijou,0.5,0.4,0.2166666666666667,0.2416666666666666,2.475,0.2375,0,loan,1,,-0.81423974,1.0,1.0
69,10289,enfant terrible,en coup de sabre,ˌɑnˈfɑnt ˈtɛrəbəl,ən kup də sabʀ,enfant terrible,with a saber,0.8235294117647058,0.3846153846153846,0.2291666666666666,0.2596153846153846,2.2788461538461537,0.2419871794871795,10,hard_negative,0,,-13.508778,0.52737546,0.35433555
70,1979,kamichi,amidine,kamichi*,amidin,kamichi,amidine,0.5,0.5714285714285714,0.2291666666666666,0.2619047619047619,3.0357142857142856,0.244047619047619,5,hard_negative,0,,-13.8159485,0.32046163,0.8032567
71,644,brusquerie,brusquerie,brusquerie*,bʀyskəʀi,abruptness,abruptness,0.7272727272727273,0.2,0.2291666666666666,0.2666666666666667,2.0,0.25,0,loan,1,,1.5726662,1.0,1.0
72,1568,eclatant,éclatant,eclatant*,eklatɑ̃,striking,brilliant,0.5555555555555556,0.375,0.2473958333333333,0.2708333333333333,2.03125,0.2682291666666666,1,loan,1,,6.714876,0.797879,0.95479596
73,8585,pousse-café,juxtaposer,pousse-café*é,ʒykstapɔzəʀ,coffee maker,juxtaposer,0.9230769230769232,0.5454545454545454,0.1363636363636363,0.1515151515151515,2.284090909090909,0.1363636363636363,10,hard_negative,0,,-11.800888,0.35266995,0.62625194
74,877,chantage,chantage,chantage*,ʃɑ̃taʒ,blackmail,blackmail,0.7777777777777778,0.5714285714285714,0.3214285714285714,0.3630952380952381,3.5535714285714284,0.3482142857142857,0,loan,1,,4.7169724,1.0,1.0
75,10617,massif,masseuse,ˈmæsɪf,masœz,massif,masseuse,0.6666666666666666,0.2,0.05,0.0583333333333333,0.5,0.05,4,hard_negative,0,,-5.7488813,0.53435594,0.5775402
76,29,abordage,amusement,abordage*,amyzəmɑ̃,collision,amusement,0.8888888888888888,0.4285714285714285,0.1547619047619047,0.1845238095238095,3.2142857142857144,0.1547619047619047,8,random,0,37.0,-5.5822644,0.6137555,0.8077047
77,10337,evince,auberge,ɪˈvɪns,obɛʀʒ,deduces,auberge,1.0,0.2,0.1291666666666666,0.1416666666666666,1.55,0.1291666666666666,6,hard_negative,0,,-5.0925074,0.3797859,0.62439454
78,10234,déclassée,déglutition,déclassée*,deɡlytisjɔ̃,downgraded,swallowing,0.7272727272727273,0.4,0.1479166666666666,0.1625,1.5625,0.1583333333333333,8,hard_negative,0,,-8.805716,0.7956156,0.54808813
79,3331,sagesse,sagesse,sagesse*,saʒɛs,wisdom,wisdom,0.625,0.5,0.2326388888888889,0.2708333333333333,3.583333333333333,0.25,0,loan,1,,6.880062,1.0,1.0
80,1020,relinquish,éliminer,rɪˈlɪŋkwɪʃ,eliminəʀ,relinquish,eliminate,0.9,0.5555555555555556,0.2337962962962962,0.2638888888888889,3.2916666666666665,0.2523148148148148,8,synonym,0,,-14.107667,0.44141042,0.81031156
81,1770,gnomic,amniotique,ˈnoʊmɪk,ɑnjɔtik,gnomic,amniotic,0.7142857142857143,0.4285714285714285,0.1994047619047619,0.2261904761904762,2.25,0.2172619047619048,7,hard_negative,0,,-14.181694,0.4977355,0.798508
82,705,cryptic,cryptique,ˈkrɪptɪk,kʀiptik,cryptic,cryptique,0.5,0.0,0.0357142857142857,0.0476190476190476,0.3392857142857143,0.0357142857142857,3,synonym,0,,1.0167098,0.86818844,0.90073544
83,3145,vancourier,acouchi,vancourier*,akuʃi,vancourier,acouchi,0.7272727272727273,0.7,0.475,0.5375,4.075,0.5291666666666666,6,hard_negative,0,,-10.4731045,0.4358485,0.66813976
84,3558,telecommunication,télécommunication,ˌtɛləkəmˌjunɪˈkeɪʃən,telekɔmynikasjɔ̃,telecommunication,telecommunication,0.7,0.2352941176470588,0.1556372549019608,0.1740196078431373,1.6691176470588236,0.1678921568627451,2,loan,1,,-11.287354,0.83111376,0.63388294
85,9849,bureau de change,viennoiserie,ˈbjʊroʊ də ʧeɪnʤ,vjɛnwazəʀi,exchange office,pastry,0.875,0.3636363636363636,0.1742424242424242,0.2007575757575757,2.215909090909091,0.1818181818181818,14,hard_negative,0,,-2.2928128,0.50224006,0.6361292
86,288,aubergine,aubergine,aubergine*,obɛʀʒin,aubergine,aubergine,0.7,0.375,0.25,0.2916666666666667,3.109375,0.2630208333333333,0,loan,1,,1.5398424,1.0,1.0
87,6440,archimandrite,imperméabilité,archimandrite*,ɛ̃pɛʀmeabilite,archimandrite,impermeability,0.7142857142857143,0.4615384615384615,0.1538461538461538,0.1858974358974358,2.894230769230769,0.1538461538461538,10,hard_negative,0,,-16.224836,0.34731427,0.27262107
88,3303,roué,roué,roué*é,ʀwe,wheel,wheel,1.0,0.3333333333333333,0.4,0.475,3.75,0.45,0,loan,1,,6.8812485,1.0,1.0
89,9575,verrine,forcené,verrine*,fɔʀsəne,verrine,mad,0.75,0.1428571428571428,0.0892857142857142,0.1130952380952381,1.125,0.0892857142857142,5,hard_negative,0,,-5.756654,0.5731131,0.66122925
90,8924,symphoniette,cinéma vérité,symphoniette*,sinema veʀite,symphoniette,Truth cinema,0.7692307692307693,0.5,0.1371527777777778,0.15625,2.802083333333333,0.1371527777777778,12,hard_negative,0,,-15.0072155,0.35219476,0.604135
91,4736,exoreic,eucaryote,exoreic*,œkaʀiɔt,exoreic,eukaryotic,0.875,0.1428571428571428,0.1101190476190476,0.1249999999999999,1.2857142857142858,0.1101190476190476,7,hard_negative,0,,-4.9770308,0.44011518,0.7147732
92,2019,gemmule,gemmule,gemmule*,ʒɑmyl,gemmule,gemmule,0.75,0.5,0.2534722222222222,0.2916666666666667,3.7291666666666665,0.2708333333333333,0,loan,1,,1.9048214,1.0,1.0
93,8737,ridicule,casse-croûte,ˈrɪdəˌkjul,kasə-kʀut,ridicule,snack,0.7,0.25,0.1041666666666666,0.1197916666666666,1.859375,0.1041666666666666,10,hard_negative,0,,-3.646961,0.4556881,0.70646584
94,3323,agente provocatrice,acidification,agente* provocatrice*,azidifikasjɔ̃,agent provocateur,acidification,0.9047619047619048,0.4117647058823529,0.3100490196078431,0.3504901960784313,2.838235294117647,0.346813725490196,14,hard_negative,0,,-20.40924,0.48460793,0.4923427
95,690,café noir,café noir,café*é nɔɪr,kafe nwaʀ,black coffee,black coffee,0.6363636363636364,0.375,0.1550925925925926,0.1805555555555555,1.5833333333333333,0.1666666666666666,0,loan,1,,1.1776588,1.0,1.0
96,5393,ménage à quatre,négociant,ménage* à* quatre*,neɡɔsjɑ̃,foursome,merchant,0.8888888888888888,0.3,0.4253472222222222,0.4791666666666667,3.7604166666666665,0.46875,12,hard_negative,0,,-2.9944758,0.44026628,0.6044961
97,6906,chantage,grand dame,chantage*,ɡʀɑ̃d dam,blackmail,great lady,1.0,0.4285714285714285,0.0952380952380952,0.1071428571428571,1.7321428571428572,0.0952380952380952,6,hard_negative,0,,-4.705209,0.59237695,0.75695413
98,7359,dernier cri,viennoiserie,dernier* cri*,vjɛnwazəʀi,trendy,pastry,0.8461538461538461,0.6,0.14375,0.1916666666666666,2.9,0.14375,9,hard_negative,0,,-1.8242608,0.4588194,0.55575496
99,128,angary,aval,angary*,aval,hangars,downstream,0.7142857142857143,0.4,0.2541666666666667,0.3,2.7,0.275,4,random,0,196.0,0.28529686,0.43863618,0.7440366
100,10059,coryphées,demi-brigade,coryphées*,dəmi-bʀiɡad,coryphées,demi-brigade,1.0,0.4,0.1833333333333333,0.2083333333333333,1.8,0.19375,11,hard_negative,0,,-10.657207,0.27583018,0.4509646
101,5248,maquis,manganèse,maquis*,mɑ̃ɡanə̀s,maquis,manganese,0.7777777777777778,0.1428571428571428,0.2053571428571428,0.2202380952380952,1.8571428571428568,0.2172619047619048,6,hard_negative,0,,-9.528516,0.47502953,0.79336935
102,9434,marabou,baisemains,ˈmɛrəˌbu,bɛzəmɛ̃,marabou,kiss hands,0.75,0.5,0.0902777777777777,0.1041666666666666,1.7916666666666667,0.0902777777777777,8,hard_negative,0,,-8.850445,0.43393314,0.7519376
103,2219,impersonal,impersonnel,ˌɪmˈpərsənəl,ɛ̃pɛʀsɔnəl,impersonal,impersonal,0.5833333333333334,0.1,0.1229166666666667,0.1416666666666666,1.1125,0.1333333333333333,2,loan,1,,-5.260839,0.9398267,0.8698306
104,7620,estaminet,espagnolette,estaminet*,ɛspaɲɔlɛt,estaminet,espagnolette,0.7,0.3333333333333333,0.0671296296296296,0.0694444444444444,0.7638888888888888,0.0671296296296296,7,hard_negative,0,,-2.8399324,0.39805296,0.7566463
105,5929,septillion,chef de cuisine,septillion*,ʃəf də kɥizin,septillion,chef,0.9230769230769232,0.1818181818181818,0.1950757575757576,0.2121212121212121,2.2045454545454546,0.2026515151515151,12,hard_negative,0,,-12.568468,0.3573786,0.61288196
106,1714,garde de rein,clair de lune,gɑrd də reɪn,klɛʀ də lyn,kidney guard,Moonlight,0.5833333333333334,0.4444444444444444,0.2152777777777778,0.2731481481481481,3.611111111111111,0.2152777777777778,9,hard_negative,0,,-2.0439804,0.5695379,0.6041937
107,276,babul,babouche,babul*,babuʃ,Babylon,babouche,0.3333333333333333,0.2,0.0416666666666666,0.0416666666666666,0.7,0.0416666666666666,4,hard_negative,0,,-1.4446354,0.77339715,0.7391002
108,9751,bauxite,toxique,ˈbɔksaɪt,tɔɡzik,bauxite,toxic,0.875,0.4285714285714285,0.1934523809523809,0.2142857142857142,1.6428571428571428,0.2083333333333333,5,hard_negative,0,,0.47609636,0.4330216,0.7729547
109,2308,nombril,nubile,nombril*,nybil,navel,nubile,0.5,0.2857142857142857,0.2648809523809524,0.3035714285714285,2.2857142857142856,0.3035714285714285,4,hard_negative,0,,-3.3956552,0.45882243,0.6620506
110,204,elegant,délicat,ˈɛləgənt,delika,elegant,delicate,0.875,0.6666666666666666,0.2604166666666667,0.3055555555555555,4.9375,0.2604166666666667,5,synonym,0,,-10.233988,0.54309773,0.6142773
111,447,privilege,privilège,ˈprɪvɪlɪʤ,pʀivilə̀ʒ,privilege,privilege,0.7777777777777778,0.125,0.15625,0.1770833333333333,1.328125,0.1666666666666666,1,synonym,0,,-0.17762583,0.78533906,0.92560846
112,163,annex,hors-texte,ˈæˌnɛks,ɔʀs-tɛkst,annex,inset,0.6666666666666666,0.5,0.375,0.4114583333333333,3.28125,0.4114583333333333,8,hard_negative,0,,-10.866093,0.401349,0.4424285
113,6214,vison,badine,vison*,badin,mink,kids,0.8333333333333334,0.0,0.0708333333333333,0.075,0.975,0.0708333333333333,5,hard_negative,0,,-11.030658,0.55104357,0.7489122
114,446,privilege,prérogative,ˈprɪvɪlɪʤ,pʀeʀɔɡativ,privilege,prerogative,1.0,0.5,0.35,0.3916666666666666,3.275,0.3791666666666666,8,synonym,0,,-10.746706,0.5892142,0.6532986
115,2747,numismatic,numismatique,ˌnumɪsˈmætɪk,nymismatik,numismatic,numismatics,0.5,0.0,0.0125,0.0125,0.1,0.0125,3,loan,1,,4.391783,0.90769947,0.82072335
116,2305,noblesse oblige,faux bois,noʊˈblɛs əˈblaɪʤ,foks bwa,nobility obliges,fake wood,0.6875,0.5833333333333334,0.4461805555555556,0.4930555555555555,4.09375,0.4878472222222222,12,hard_negative,0,,-5.950731,0.59051365,0.6049234
117,3604,belandre,balustrade,belandre*,balystʀad,netherlands,balustrade,0.7777777777777778,0.2222222222222222,0.1712962962962962,0.1898148148148148,1.7916666666666667,0.1805555555555555,6,hard_negative,0,,-8.371042,0.48184198,0.75022584
