,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,label
23,Assamese-Bengali,টকা,ঠেং,tɔka,ʈʰeŋ,Money,The tail,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0,0.3333333333333333,loan
24,Assamese-Bengali,জনা,জানা,zɔna,d͡ʑan̪a,know,To know,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,loan
25,Assamese-Bengali,ক্ৰিয়া,ক্রিয়া,kɹija,krie̯a,Action,Verbs,0.5,0.0,0.05,0.075,0.875,0.05,loan
26,Assamese-Bengali,অক্ষ,অক্ষ,ɔkʰjɔ,okkʰɔ,Axis,Axis,0.6,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,loan
27,Assamese-Bengali,ঠেং,টাকা,tʰɛŋ,ʈaka,The tail,Money,1.0,0.5,0.296875,0.3229166666666666,2.875,0.3229166666666666,loan
28,Assamese-Bengali,পশু,পশু,pɔxu,pɔʃu,Animals,Animals,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,loan
29,Assamese-Bengali,হিয়া,হিয়া,ɦija,ɦie̯a,Heart,Heart,0.4,0.0,0.0208333333333333,0.03125,0.21875,0.0208333333333333,loan
30,Assamese-Bengali,নিয়ৰ,নীহারিকা,nijɔɹɔ,n̪iɦarika,Snow,Nebula,0.7777777777777778,0.25,0.3020833333333333,0.3385416666666666,3.03125,0.3281249999999999,loan
31,Assamese-Bengali,বৃশ্চিক,বিছা,bɽixsik,bit͡ɕʰa,Scorpio,Scorpion,0.8571428571428571,0.4285714285714285,0.4226190476190476,0.4761904761904762,3.6607142857142856,0.4732142857142857,loan
32,Assamese-Bengali,লোণ,লবণ,lʊn,lɔbɔnɔ,Salt,Salt,0.6666666666666666,0.5,0.4548611111111111,0.5069444444444444,3.7083333333333335,0.5069444444444444,loan
33,Assamese-Bengali,মুহ,মু,muɦ,mu,Muh,Mu,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,loan
34,Assamese-Bengali,পখিলা,পাখা,pɔkʰila,pakʰa,butterfly,Fan,0.4285714285714285,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,loan
35,Assamese-Bengali,ৰচনা,রচনা,ɹɔsɔna,rɔt͡ɕɔn̪a,essay,Composition,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,loan
36,Assamese-Bengali,ৰাং,রাং,ɹaŋ,raŋ,Rang,Rang,0.3333333333333333,0.0,0.0555555555555555,0.0833333333333333,1.1666666666666667,0.0555555555555555,loan
37,Assamese-Bengali,চান,চান,san,t͡ɕan̪,Want,Want,0.6666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,loan
38,Assamese-Bengali,লাজ,লাজ,laz,lad͡ʑ,Shame,Shame,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.9166666666666666,0.0694444444444444,loan
39,Assamese-Bengali,দাড়ি,দাড়ি,daɹi,d̪aɽi,Beard,Beard,0.4,0.0,0.0625,0.0833333333333333,1.0625,0.0625,loan
40,Assamese-Bengali,চাঁদ,চাঁদ,sãdɔ,t͡ɕãd̪ɔ,The moon,The moon,0.5714285714285714,0.3333333333333333,0.0625,0.0625,0.75,0.0625,loan
41,Assamese-Bengali,মুঠা,মুঠি,mutʰa,muʈʰi,A handful,Fist,0.4,0.0,0.03125,0.03125,0.375,0.03125,loan
42,Assamese-Bengali,গু,গু,gu,ɡu,Gu,Gu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,loan
43,Assamese-Bengali,শনিবাৰ,শনিবার,xɔnibaɹ,ʃɔn̪ibar,Saturday,Saturday,0.375,0.1428571428571428,0.050595238095238,0.0654761904761904,0.7678571428571429,0.050595238095238,loan
44,Assamese-Bengali,ধোঁৱা,ধোঁয়া,dʰʊ̃wa,d̪ʱõe̯a,smoke,Smoke,0.7142857142857143,0.25,0.09375,0.1041666666666666,0.90625,0.09375,loan
45,Assamese-Bengali,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0.0,0.0625,0.0625,0.6875,0.0625,loan
46,Assamese-Bengali,লাও,লাউ,laʊ,lau,Lao,Lau,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,loan
47,Assamese-Bengali,দাঁত,দাঁত,dãtɔ,d̪ãt̪ɔ,Teeth,Teeth,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
48,Assamese-Bengali,ৰঙা,রং,ɹɔŋa,rɔŋ,red,Color,0.5,0.25,0.265625,0.3125,2.6875,0.2916666666666667,loan
49,Assamese-Bengali,শাওন,শাওন,xaʊn,ʃaon̪,Shawn,Shawn,0.6,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,loan
50,Assamese-Bengali,সন্ধিয়া,সাঁঝ,xɔndʰija,ʃãd͡ʑʱɔ,evening,Evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,loan
51,Assamese-Bengali,গুহা,গুহা,guɦa,ɡuɦa,Cave,Cave,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
52,Assamese-Bengali,পানী,পানীয়,pani,pan̪ie̯,water,Drinks,0.4285714285714285,0.2,0.1875,0.2083333333333333,1.5,0.2083333333333333,loan
53,Assamese-Bengali,চকৰ,চাকা,sɔkɔɹɔ,t͡ɕaka,Chakar,The wheel,1.0,0.5,0.3923611111111111,0.4236111111111111,3.458333333333333,0.4236111111111111,loan
54,Assamese-Bengali,ব্যাকৰণ,ব্যাকরণ,biakɔɹɔnɔ,bækɔrɔnɔ,Grammar,Grammar,0.3333333333333333,0.1111111111111111,0.1180555555555555,0.1388888888888889,1.1944444444444444,0.1296296296296296,loan
55,Assamese-Bengali,কাছ,কাছ,kas,kat͡ɕʰ,Near,Near,0.6666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,loan
56,Assamese-Bengali,চাক,চাকা,sak,t͡ɕaka,Wheels,The wheel,0.6666666666666666,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,loan
57,Assamese-Bengali,আগুনি,আগুন,aguni,aɡun̪,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,loan
58,Assamese-Bengali,বৈনী,বোন,bɔɪni,bon̪,Baini,Sister,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,loan
59,Assamese-Bengali,চান,চাঁদ,san,t͡ɕãd̪ɔ,Want,The moon,1.0,0.6666666666666666,0.3177083333333333,0.34375,3.3125,0.34375,loan
60,Assamese-Bengali,শ্রী,শ্রীবৃক্ষ,xɹi,ʃribɽikkʰɔ,Mr.,Srivriksha,0.9,0.7777777777777778,0.625,0.7129629629629629,5.402777777777778,0.7013888888888888,loan
61,Assamese-Bengali,কোন,কোন,kʊn,kon̪,No,No,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,loan
62,Assamese-Bengali,লহুন,রসুন,lɔɦun,rɔʃun̪,Blood,Garlic,0.5,0.2,0.0625,0.0833333333333333,0.925,0.0625,loan
63,Assamese-Bengali,ঠেং,ঠেং,tʰɛŋ,ʈʰeŋ,The tail,The tail,0.5,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,loan
64,Assamese-Bengali,বিছা,বিছা,bisa,bit͡ɕʰa,Scorpion,Scorpion,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
65,Assamese-Bengali,কচু,কচু,kɔsu,kɔt͡ɕu,Kachu,Kachu,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
66,Assamese-Bengali,জল,জল,zɔlɔ,d͡ʑɔlɔ,Water,Water,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
67,Assamese-Bengali,মাছ,মাছ,mas,mat͡ɕʰ,Fish,Fish,0.6666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,loan
68,Assamese-Bengali,ৰঙা,রাং,ɹɔŋa,raŋ,red,Rang,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,loan
69,Assamese-Bengali,চকা,চাকা,sɔka,t͡ɕaka,wheel,The wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,loan
70,Assamese-Bengali,গাঁউ,গাঁও,gãu,ɡão,Village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.75,0.3611111111111111,loan
71,Assamese-Bengali,আগুনি,অগ্নি,aguni,oɡn̪i,Fire,Fire,0.8,0.25,0.1145833333333333,0.125,2.53125,0.1145833333333333,loan
72,Assamese-Bengali,আঠ,আষ্ট,atʰ,aʃʈɔ,eight,Eight,0.75,0.5,0.4739583333333333,0.5208333333333333,3.8125,0.5208333333333333,loan
73,Assamese-Bengali,টকা,টেহা,tɔka,ʈeɦa,Money,Teha,0.75,0.25,0.09375,0.09375,1.5,0.09375,loan
74,Assamese-Bengali,চাকি,চাকা,saki,t͡ɕaka,Candles,The wheel,0.6666666666666666,0.25,0.0729166666666666,0.0729166666666666,0.9375,0.0729166666666666,loan
75,Assamese-Bengali,পুথি,পুস্তক,putʰi,puʃt̪ɔkɔ,The book,Books,0.625,0.4285714285714285,0.4226190476190476,0.4642857142857142,3.4285714285714284,0.4642857142857142,loan
76,Assamese-Bengali,মাকৈ,মকাই,makɔɪ,mɔkai,corn,Maize,0.6,0.0,0.075,0.075,0.75,0.075,loan
77,Assamese-Bengali,সাপ,সর্প,xap,ʃɔrpɔ,Snake,The snake,0.8,0.6,0.4083333333333334,0.4666666666666666,3.575,0.4625,loan
78,Assamese-Bengali,আঁহ,অংশু,ãɦɔ,oŋʃu,Fiber,Anshu,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,loan
79,Assamese-Bengali,কাছু,কাছ,kasu,kat͡ɕʰ,Something,Near,0.6666666666666666,0.5,0.2864583333333333,0.3125,2.5625,0.3125,loan
80,Assamese-Bengali,পো,পো,pʊ,po,Poe,Poe,0.5,0.0,0.0416666666666666,0.0416666666666666,0.375,0.0416666666666666,loan
81,Assamese-Bengali,মঙহ,মাংস,mɔŋɔɦɔ,maŋʃɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,loan
82,Assamese-Bengali,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,loan
83,Assamese-Bengali,ফণী,ফণী,pʰɔni,ɸɔni,comb,comb,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,loan
84,Assamese-Bengali,কাণ,কর্ণ,kan,kɔrnɔ,ear,Ears,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,loan
85,Assamese-Bengali,গেলা,গলা,gɛla,ɡɔla,Swallow,Throat,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,loan
86,Assamese-Bengali,সঁচা,হাচা,xɔ̃sa,ɦat͡ɕa,true,Hacha,0.8333333333333334,0.5,0.1458333333333333,0.1458333333333333,2.0625,0.1458333333333333,loan
87,Assamese-Bengali,পুৰুষ,পুরুষ,puɹux,puruʃ,male,Men,0.4,0.2,0.0625,0.0833333333333333,1.025,0.0625,loan
88,Assamese-Bengali,মুঠ,মুঠি,mutʰ,muʈʰi,total,Fist,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
89,Assamese-Bengali,চান্দ,চান,sandɔ,t͡ɕan̪,Chand,Want,0.8333333333333334,0.6,0.4125,0.45,3.5,0.45,loan
90,Assamese-Bengali,মুঠ,মুঠো,mutʰ,muʈʰo,total,Fist,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
91,Assamese-Bengali,মৈহ,ভইষ,mɔɪɦ,bʱiʃ,Maih,Fear,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,loan
92,Assamese-Bengali,ৰবিবাৰ,রবিবার,ɹɔbibaɹ,rɔbibar,Sunday,Sunday,0.2857142857142857,0.0,0.0476190476190476,0.0714285714285714,1.0,0.0476190476190476,loan
93,Assamese-Bengali,কল,কেলা,kɔlɔ,kela,Call,The banana,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,loan
94,Assamese-Bengali,বাজে,বাজ,bazɛ,bad͡ʑ,Bad,Lightning,0.6,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,loan
95,Assamese-Bengali,দীঘ,ডাঙর,digʱ,ɖaŋɔrɔ,Long,Strong,1.0,0.6666666666666666,0.607638888888889,0.6875,5.083333333333333,0.6875,loan
96,Assamese-Bengali,ৰাষ্ট্ৰ,রাষ্ট্র,ɹaxtɹɔ,raʃʈrɔ,The State,State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,loan
97,Assamese-Bengali,কাঠ,কাঠ,katʰ,kaʈʰɔ,Wood,Wood,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
98,Assamese-Bengali,উত্তৰ,উত্তর,uttɔɹɔ,ut̪t̪ɔrɔ,answer,The answer,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,loan
99,Assamese-Bengali,মুঠা,মুঠো,mutʰa,muʈʰo,A handful,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,loan
100,Assamese-Bengali,ছবি,ছবি,sɔbi,t͡ɕʰɔbi,Pictures,Pictures,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
101,Assamese-Bengali,অস্থি,অস্থি,ɔxtʰi,oʃt̪ʰi,Bones,Bones,0.5,0.25,0.0572916666666666,0.0624999999999999,0.53125,0.0572916666666666,loan
102,Assamese-Bengali,তিতা,তিতা,tita,t̪it̪a,bitter,bitter,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
103,Assamese-Bengali,জানা,জানা,zana,d͡ʑan̪a,To know,To know,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,loan
104,Assamese-Bengali,অনুমতি,অনুমতি,ɔnumti,on̪umt̪i,Permission,Permission,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
105,Assamese-Bengali,বাল,বাল,bal,balɔ,Baal,Baal,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
106,Assamese-Bengali,দুৱাৰ,দ্বার,duwaɹ,d̪ar,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,loan
107,Assamese-Bengali,হাল,হাল,ɦal,ɦalɔ,Hello,Hello,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,loan
108,Assamese-Bengali,গিলা,গলা,gila,ɡɔla,Swallow,Throat,0.5,0.25,0.265625,0.2916666666666667,2.25,0.2916666666666667,loan
109,Assamese-Bengali,ভাল,ভাল,bʰal,bʱalɔ,Good,Good,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,loan
110,Assamese-Bengali,শিকোৱা,শিক্ষা,xikʊwa,ʃikkʰa,teaching,Education,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,loan
111,Assamese-Bengali,সাঁকো,সাঁকো,xãkʊ,ʃãko,Sanko,Sanko,0.5,0.3333333333333333,0.0572916666666666,0.0625,0.59375,0.0572916666666666,loan
112,Assamese-Bengali,চাকা,চাকা,saka,t͡ɕaka,The wheel,The wheel,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
113,Assamese-Bengali,পোনা,পোলা,pʊna,pola,Pona,Pola,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,loan
114,Assamese-Bengali,সকলো,হক্কল,xɔkɔlʊ,ɦɔkkɔlɔ,everything,Haqkal,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,loan
115,Assamese-Bengali,আমি,আঁই,ami,ãi,I,I am,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,loan
116,Assamese-Bengali,এক,একলা,ɛk,ekɔla,One,Alone,0.8,0.6,0.55,0.6083333333333334,4.4,0.6083333333333334,loan
117,Assamese-Bengali,কোদাল,কোদাল,kʊdal,kod̪alɔ,Spade,Spade,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.375,0.1875,loan
118,Assamese-Bengali,উপন্যাস,উপন্যাস,upniax,upn̪æʃ,Novel,Novel,0.5,0.3333333333333333,0.1805555555555555,0.2013888888888889,1.5208333333333333,0.1979166666666666,loan
119,Assamese-Bengali,ভজা,ভাজা,bʰɔza,bʱad͡ʑa,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,loan
120,Assamese-Bengali,মুঠি,মুঠা,mutʰi,muʈʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,loan
121,Assamese-Bengali,নাও,নাও,naʊ,n̪ao,Take it,Take it,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,loan
122,Assamese-Bengali,অশোক,অশোক,ɔxʊk,oʃok,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,loan
123,Assamese-Bengali,আজি,আজি,azi,ad͡ʑi,today,today,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.9166666666666666,0.0694444444444444,loan
124,Assamese-Bengali,লহুন,রউন,lɔɦun,run̪,Blood,Rune,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,loan
125,Assamese-Bengali,সাত,সাত,xat,ʃat̪,Seven,Seven,0.5,0.3333333333333333,0.0625,0.0694444444444444,0.625,0.0625,loan
126,Assamese-Bengali,কাচ,কাঁচ,kas,kãt͡ɕɔ,Glass,Glass,0.8333333333333334,0.6666666666666666,0.2864583333333333,0.3125,2.625,0.3125,loan
127,Assamese-Bengali,বঙালী,বাংলা,bɔŋali,baŋla,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,loan
128,Assamese-Bengali,শ্রী,শ্রী,xɹi,ʃri,Mr.,Mr.,0.6666666666666666,0.3333333333333333,0.1041666666666666,0.1388888888888888,1.7083333333333333,0.1041666666666666,loan
129,Assamese-Bengali,টকা,টাকা,tɔka,ʈaka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,loan
130,Assamese-Bengali,খাট,খাট,kʰat,kʰaʈɔ,Bed,Bed,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,loan
131,Assamese-Bengali,শেলাই,শৈবাল,xɛlai,ʃojbalɔ,Seams,Algae,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,loan
132,Assamese-Bengali,বুধবাৰ,বুধবার,budʰbaɹ,bud̪ʱɔbar,Wednesday,Wednesday,0.4444444444444444,0.1428571428571428,0.1636904761904762,0.1904761904761904,1.6071428571428572,0.1785714285714285,loan
133,Assamese-Bengali,কচু,কচুয়া,kɔsu,kɔt͡ɕue̯a,Kachu,Kachua,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,loan
134,Assamese-Bengali,ধৰ্ম,ধর্ম,dʰɔɹmɔ,d̪ʱɔrmɔ,religion,Religion,0.4285714285714285,0.0,0.05,0.0666666666666666,0.8,0.05,loan
135,Assamese-Bengali,বঙালী,বঙ্গ,bɔŋali,bɔŋɡɔ,Bengali,Bengal,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,loan
136,Assamese-Bengali,একতা,একতা,ɛkta,ekt̪a,Unity,Unity,0.4,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,loan
137,Assamese-Bengali,প্ৰাচীন,প্রাচীন,pɹasin,prat͡ɕin̪,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,loan
138,Assamese-Bengali,সন্ধিয়া,সন্ধ্যা,xɔndʰija,ʃɔn̪d̪ʱæ,evening,Evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,loan
139,Assamese-Bengali,বলিয়া,বাউল,bɔlija,baulɔ,Saying,Bowl,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,loan
140,Assamese-Bengali,বঙহ,বাঁশ,bɔŋɔɦɔ,bãʃɔ,বংহ,Bamboo,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,loan
141,Assamese-Bengali,বাউল,বাউল,baul,baulɔ,Bowl,Bowl,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,loan
142,Assamese-Bengali,ভকত,ভাত,bʰɔkɔtɔ,bʱat̪,The devotee,Rice,0.7142857142857143,0.5,0.4895833333333333,0.5416666666666666,4.0,0.5416666666666666,loan
143,Assamese-Bengali,মেঘ,মেঘ,mɛgʱ,megʱɔ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,loan
144,Assamese-Bengali,আকাশ,আকাশ,akax,akaʃ,The sky,The sky,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,loan
145,Assamese-Bengali,সাপ,সাপ,xap,ʃap,Snake,Snake,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,loan
146,Assamese-Bengali,দুগ্ধ,দুগ্ধ,dugdʰɔ,d̪uɡɔd̪ʱɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,loan
147,Assamese-Bengali,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,loan
148,Assamese-Bengali,শিল,শিল,xil,ʃilɔ,rock,rock,0.5,0.5,0.2604166666666667,0.2916666666666667,2.21875,0.2864583333333333,loan
149,Assamese-Bengali,পুহ,পোষ,puɦ,poʃ,Puh,Pet,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,loan
150,Assamese-Bengali,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,loan
151,Assamese-Bengali,চ’ত,চৈত,sɔ’tɔ,t͡ɕojt̪,Four,Chait,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,loan
